PID,Arrival,Burst,Start,End,Turnaround,Waiting
0,0.0,0.00649673221154028,0.03979938365079554,0.04629611586233583,0.0,0.0
1,0.1,0.8318283093593457,0.07552202626747666,1.553215504136491,1.5,0.6
2,0.1,0.46608919318335046,0.11552202626747665,1.7985527610558785,1.7,1.2
3,0.2,0.16586516850966868,0.23552202626747665,0.8413871947771454,0.6,0.5
4,0.5,0.9643133468391081,0.5555220262674767,3.4284547359083537,2.9,1.9
5,1.5,0.01924806373603699,1.553215504136491,1.572463567872528,0.0,0.0
6,1.8,1.933665453171938,1.7985527610558785,7.965867667964266,6.2,4.3
7,1.8,0.37844384773392004,1.8385527610558785,10.761972544019514,9.0,8.6
8,1.9,0.41476548066554453,1.8785527610558785,10.93673802468506,9.1,8.7
9,2.1,0.18558862801336665,2.1585527610558786,2.7041413890692456,0.6,0.4
10,2.9,0.5379784169829294,3.4284547359083537,11.234716441667988,8.3,7.8
11,3.0,0.05499999680084842,3.4684547359083537,3.7234547327092025,0.7,0.6
12,3.4,0.2612702701112965,3.5084547359083538,11.553247664927516,8.2,7.9
13,3.5,0.24595855640685674,3.548454735908354,11.559206221334373,8.0,7.8
14,3.6,0.508481003939567,3.668454735908354,11.82768722527394,8.2,7.7
15,4.4,1.5063046216529006,4.443454732709203,13.09399184692684,8.7,7.2
16,4.4,0.5204307752950602,4.483454732709203,15.250598666150239,10.8,10.3
17,4.7,0.3221391671313093,4.683454732709203,18.53600691283405,13.9,13.6
18,4.7,0.30651332514615387,4.803454732709203,18.602520237980205,13.9,13.6
19,5.0,0.09041046766607932,5.043454732709203,5.133865200375283,0.1,0.0
20,5.3,0.5517948207042322,5.373865200375283,18.914315058684437,13.6,13.0
21,5.4,0.006320283450923493,5.413865200375283,5.420185483826207,0.0,0.0
22,5.4,0.5943483049163345,5.500185483826207,19.268663363600773,13.8,13.2
23,5.5,0.50173249504312,5.540185483826207,22.748886464587425,17.2,16.7
24,5.6,0.05201673096612069,5.660185483826207,5.7922022147923276,0.2,0.1
25,6.7,0.5594399852443787,7.965867667964266,24.119692304803,17.4,16.8
26,6.9,0.5655660042853193,8.005867667964266,24.68525830908832,17.8,17.2
27,7.7,0.6613499060983152,8.045867667964265,25.608920554817086,17.9,17.2
28,7.9,0.11160377255833377,8.085867667964264,8.597471440522593,0.7,0.6
29,8.0,1.6121608124340752,8.125867667964263,26.98108136725116,19.0,17.4
30,8.1,0.34475578353469877,8.165867667964262,28.045837150785854,20.0,19.6
31,8.1,0.7361122260722409,8.205867667964261,28.820047055019064,20.7,20.0
32,8.1,1.4289915557613084,8.24586766796426,30.283620708834288,22.2,20.7
33,8.8,0.5243645849333569,8.837471440522593,32.58234143337184,23.8,23.2
34,9.3,0.6907366543975126,9.39747144052259,33.76425794500998,24.4,23.7
35,9.8,0.1460572557630109,9.877471440522587,10.503528696285594,0.7,0.6
36,9.9,0.501850493101152,9.997471440522586,34.02610843811113,24.1,23.6
37,11.0,0.05726095314823372,11.234716441667988,11.33197739481622,0.4,0.3
38,11.2,0.4754272734221217,11.274716441667987,34.26153571153325,23.1,22.6
39,12.4,0.7162310866273928,13.09399184692684,34.73776679816064,22.3,21.6
40,12.6,1.392037429403278,13.13399184692684,35.88980422756392,23.2,21.9
41,12.7,0.2896544232061666,13.173991846926839,36.7358590369803,24.0,23.7
42,13.0,1.4993239335027253,13.213991846926838,38.235182970483024,25.2,23.7
43,13.8,0.034237202531349875,13.813991846926836,13.848229049458185,0.1,0.0
44,14.0,0.16575842837438212,13.968229049458184,14.493987477832563,0.5,0.4
45,14.0,0.12371366347631789,14.008229049458183,14.73016789085518,0.8,0.6
46,14.2,1.1060176874604843,14.328229049458182,39.5812006579435,25.4,24.3
47,14.4,1.8547403567518916,14.493987477832563,41.43871174813928,27.0,25.1
48,14.6,0.11246674954629898,14.613987477832563,14.726454227378861,0.2,0.0
49,15.0,0.29425667288492546,15.250598666150239,42.33674327278423,27.3,27.0
50,15.1,0.36723634087152396,15.290598666150238,42.46397961365576,27.4,27.0
51,15.7,0.20440663763002664,15.730598666150236,16.1189452764216,0.4,0.2
52,15.7,1.6027623135794822,15.770598666150235,43.82674192723524,28.1,26.5
53,16.0,0.06393997264133583,15.970598666150234,16.03453863879157,0.1,0.0
54,16.1,0.11178182844657879,16.1189452764216,16.270727104868175,0.2,0.1
55,16.2,1.5184115714925324,16.158945276421598,45.18801731683744,29.0,27.5
56,16.3,0.11327234770509097,16.350727104868174,16.463999452573265,0.2,0.1
57,16.5,0.3381239797855879,16.583999452573266,46.8566057802269,30.3,30.0
58,16.5,0.23407013705262772,16.623999452573266,17.29806958962589,0.8,0.5
59,16.6,0.907873472256009,16.663999452573265,47.52447925248291,30.9,30.0
60,17.4,0.1334866240838202,17.41806958962589,17.791556213709704,0.4,0.3
61,17.5,0.35349505888105687,17.538069589625888,48.81711351497631,31.3,30.9
62,17.6,0.18231153199304045,17.658069589625885,18.09386774570274,0.5,0.3
63,17.9,1.7414827836748694,17.911556213709705,50.31859629865118,32.4,30.7
64,18.2,2.2254789473953362,18.213867745702743,52.66553694188289,34.5,32.3
65,19.1,0.16446763398954542,19.268663363600773,20.204880104365852,1.1,0.9
66,19.3,1.3793346544823748,19.38866336360077,57.272863407765456,37.9,36.6
67,19.5,0.26817614560581743,19.508663363600768,60.6500829949322,41.2,40.9
68,19.5,0.46263474732416754,19.548663363600767,60.87271774225636,41.4,40.9
69,19.7,1.1095408093377932,19.748663363600762,62.080871619705505,42.4,41.3
70,19.7,2.56887866445639,19.78866336360076,64.64975028416188,44.9,42.3
71,19.7,0.041732727361343494,19.82866336360076,20.08041247037631,0.3,0.3
72,20.0,0.2228107421533265,20.028663363600756,21.387690846519174,1.4,1.2
73,20.0,0.010016379414209835,20.068663363600756,20.078679743014966,0.1,0.0
74,20.3,0.2882535983765153,20.324880104365853,69.57529775875523,49.3,49.0
75,20.4,0.5183316290154235,20.364880104365852,69.85362938777065,49.5,49.0
76,20.4,0.16470462620468385,20.40488010436585,21.912395472723855,1.5,1.4
77,21.1,0.23658409175694292,21.16488010436585,22.028979564480796,0.9,0.7
78,21.3,0.21817440506350924,21.387690846519174,22.127153969544306,0.8,0.6
79,21.5,0.5178710214121893,21.50769084651917,75.47326384314486,54.0,53.5
80,22.2,0.3190646046925382,22.247153969544307,75.7923284478374,53.6,53.3
81,22.7,1.661772784301087,22.748886464587425,77.21410123213849,54.5,52.9
82,22.8,0.26069340644265043,22.868886464587423,78.26507461544749,55.5,55.2
83,22.9,0.9191342237284184,22.90888646458742,78.9442088391759,56.1,55.2
84,22.9,0.7570128884377334,22.94888646458742,80.66122172761368,57.8,57.0
85,23.4,0.09136585497120371,23.468886464587417,23.560252319558618,0.1,0.0
86,24.0,0.4667685738628366,24.119692304803,81.1510115740685,57.2,56.7
87,24.4,0.15959633201412313,24.68525830908832,25.06757064871877,0.7,0.5
88,24.6,0.3543575113542697,24.725258309088318,81.26536908542278,56.7,56.3
89,24.6,0.10271600761633387,24.765258309088317,25.027974316704647,0.4,0.3
90,26.0,0.8942650113580347,26.98108136725116,81.91963409678081,55.9,55.0
91,26.3,2.0182920361625554,27.02108136725116,85.00754862350296,58.7,56.6
92,26.9,1.2019908179934675,27.06108136725116,90.60072738387207,63.7,62.5
93,27.5,0.5163635710167922,27.581081367251155,90.87709095488886,63.4,62.9
94,28.0,0.37171368367752927,28.045837150785854,91.00880463856639,63.0,62.6
95,28.2,0.0380976781609699,28.285837150785852,28.323934828946822,0.2,0.1
96,28.4,0.03458209805391703,28.820047055019064,28.85462915307298,0.5,0.5
97,28.8,0.4823476845333509,28.85462915307298,91.25115232309975,62.4,61.9
98,29.5,0.0592149896405962,30.283620708834288,30.42283569847488,0.9,0.9
99,29.7,0.7784980008415913,30.323620708834287,91.93845967812287,62.2,61.4
100,30.1,0.22825092955709386,30.363620708834286,31.314110363637553,1.2,1.0
101,30.6,1.2143638305300153,30.582835698474877,93.15282350865289,62.6,61.4
102,30.8,0.7123279697659749,30.822835698474876,94.78225634150364,64.0,63.2
103,30.8,0.02302373560558945,30.862835698474875,30.885859434080466,0.1,0.0
104,30.8,0.7133405581132284,30.885859434080466,96.4555968996169,65.6,64.9
105,31.1,0.47371497791098693,31.08585943408046,97.34003422297714,66.3,65.8
106,31.5,0.5361354154186038,31.554110363637555,98.92208378671181,67.4,66.9
107,31.7,0.023866484800935926,31.674110363637553,31.69797684843849,0.0,0.0
108,31.7,1.1591698070726018,31.81797684843849,99.84125359378442,68.1,67.0
109,32.5,0.4832859555319846,32.58234143337184,100.80453954931643,68.3,67.8
